-0.067, 0, 0, -0.067, 1.917, 1.886, 2, 2.033, 2.12019, 2257.69, -2.43969, 4.34432e+06
-0.067, 0, 0, -0.067, 1.801, 1.772, 1.886, 1.917, 2.21228, 2280.86, 10.0825, 4.26933e+06
-0.067, 0, 0, -0.067, 1.685, 1.657, 1.772, 1.801, 2.11422, 2339.51, 34.8487, 4.64869e+06
-0.067, 0, 0, -0.067, 1.569, 1.543, 1.657, 1.685, 2.10001, 2408.35, 32.1625, 4.95522e+06
-0.067, 0, 0, -0.067, 1.452, 1.429, 1.543, 1.569, 2.12003, 2463.52, 8.60838, 5.14554e+06
-0.067, 0, 0, -0.067, 1.336, 1.314, 1.429, 1.452, 2.14052, 2494.44, 3.87903, 5.23429e+06
-0.067, 0, 0, -0.067, 1.22, 1.2, 1.314, 1.336, 2.14385, 2503.5, 1.70779, 5.26658e+06
-0.067, 0, 0, -0.067, 1.104, 1.086, 1.2, 1.22, 2.14537, 2504.47, -7.73932, 5.26518e+06
-0.067, 0, 0, -0.067, 0.988, 0.972, 1.086, 1.104, 2.14907, 2507.8, -14.2754, 5.26892e+06
-0.067, 0, 0, -0.067, 0.871, 0.857, 0.972, 0.988, 2.15226, 2512.62, -7.23458, 5.28641e+06
-0.067, 0, 0, -0.067, 0.755, 0.743, 0.857, 0.871, 2.1539, 2515.35, -8.7603, 5.29732e+06
-0.067, 0, 0, -0.067, 0.639, 0.629, 0.743, 0.755, 2.15549, 2515.95, -2.56802, 5.29598e+06
-0.067, 0, 0, -0.067, 0.523, 0.514, 0.629, 0.639, 2.15513, 2514.83, -13.1453, 5.29031e+06
-0.067, 0, 0, -0.067, 0.407, 0.4, 0.514, 0.523, 2.149, 2509.13, -10.3953, 5.28001e+06
-0.067, 0, 0, -0.067, 0.29, 0.286, 0.4, 0.407, 2.14301, 2502.91, -16.1168, 5.26778e+06
-0.067, 0, 0, -0.067, 0.174, 0.171, 0.286, 0.29, 2.1433, 2501.61, -30.4573, 5.26274e+06
-0.067, 0, 0, -0.067, 0.058, 0.057, 0.171, 0.174, 2.13567, 2486.95, -30.0075, 5.21771e+06
-0.067, 0, 0, -0.067, -0.058, -0.057, 0.057, 0.058, 2.1191, 2465.8, -9.52901, 5.15709e+06
-0.067, 0, 0, -0.067, -0.174, -0.171, -0.057, -0.058, 2.12659, 2470.88, -17.7536, 5.17064e+06
-0.067, 0, 0, -0.067, -0.29, -0.286, -0.171, -0.174, 2.13551, 2485.37, -19.9662, 5.20918e+06
-0.067, 0, 0, -0.067, -0.407, -0.4, -0.286, -0.29, 2.1477, 2497.06, -19.1953, 5.23381e+06
-0.067, 0, 0, -0.067, -0.523, -0.514, -0.4, -0.407, 2.1499, 2500.3, -15.4833, 5.24357e+06
-0.067, 0, 0, -0.067, -0.639, -0.629, -0.514, -0.523, 2.15108, 2501.4, -18.8125, 5.24472e+06
-0.067, 0, 0, -0.067, -0.755, -0.743, -0.629, -0.639, 2.1528, 2503.16, -24.6473, 5.24796e+06
-0.067, 0, 0, -0.067, -0.871, -0.857, -0.743, -0.755, 2.15173, 2502.35, -13.095, 5.24882e+06
-0.067, 0, 0, -0.067, -0.988, -0.972, -0.857, -0.871, 2.15034, 2504.04, -26.7486, 5.25888e+06
-0.067, 0, 0, -0.067, -1.104, -1.086, -0.972, -0.988, 2.14754, 2502.12, -24.8631, 5.25423e+06
-0.067, 0, 0, -0.067, -1.22, -1.2, -1.086, -1.104, 2.14357, 2495.36, -32.6367, 5.23463e+06
-0.067, 0, 0, -0.067, -1.336, -1.314, -1.2, -1.22, 2.14027, 2488.49, -32.6984, 5.2114e+06
-0.067, 0, 0, -0.067, -1.452, -1.429, -1.314, -1.336, 2.13389, 2476.21, -38.287, 5.17554e+06
-0.067, 0, 0, -0.067, -1.569, -1.543, -1.429, -1.452, 2.1246, 2456, -45.5437, 5.11209e+06
-0.067, 0, 0, -0.067, -1.685, -1.657, -1.543, -1.569, 2.10989, 2411.5, -47.3397, 4.95483e+06
-0.067, 0, 0, -0.067, -1.801, -1.772, -1.657, -1.685, 2.11974, 2335.34, -66.1637, 4.62902e+06
-0.067, 0, 0, -0.067, -1.917, -1.886, -1.772, -1.801, 2.23986, 2284.74, -16.9844, 4.2383e+06
-0.067, 0, 0, -0.067, -2.033, -2, -1.886, -1.917, 2.1266, 2251.28, 0.653863, 4.30459e+06
0, 0.066, 0.066, 0, 2, 1.967, 2.079, 2.114, 2.12019, 2257.69, 2.43969, 4.34432e+06
0, 0.066, 0.066, 0, 1.886, 1.855, 1.967, 2, 2.12019, 2257.69, -2.43969, 4.34432e+06
0, 0.066, 0.066, 0, 1.772, 1.742, 1.855, 1.886, 2.21228, 2280.86, 10.0825, 4.26933e+06
0, 0.066, 0.066, 0, 1.657, 1.63, 1.742, 1.772, 2.11422, 2339.51, 34.8487, 4.64869e+06
0, 0.066, 0.066, 0, 1.543, 1.517, 1.63, 1.657, 2.10001, 2408.35, 32.1625, 4.95522e+06
0, 0.066, 0.066, 0, 1.429, 1.405, 1.517, 1.543, 2.12003, 2463.52, 8.60838, 5.14554e+06
0, 0.066, 0.066, 0, 1.314, 1.293, 1.405, 1.429, 2.14052, 2494.44, 3.87903, 5.23429e+06
0, 0.066, 0.066, 0, 1.2, 1.18, 1.293, 1.314, 2.14385, 2503.5, 1.70779, 5.26658e+06
0, 0.066, 0.066, 0, 1.086, 1.068, 1.18, 1.2, 2.14537, 2504.47, -7.73932, 5.26518e+06
0, 0.066, 0.066, 0, 0.972, 0.955, 1.068, 1.086, 2.14907, 2507.8, -14.2754, 5.26892e+06
0, 0.066, 0.066, 0, 0.857, 0.843, 0.955, 0.972, 2.15226, 2512.62, -7.23458, 5.28641e+06
0, 0.066, 0.066, 0, 0.743, 0.731, 0.843, 0.857, 2.1539, 2515.35, -8.7603, 5.29732e+06
0, 0.066, 0.066, 0, 0.629, 0.618, 0.731, 0.743, 2.15549, 2515.95, -2.56802, 5.29598e+06
0, 0.066, 0.066, 0, 0.514, 0.506, 0.618, 0.629, 2.15513, 2514.83, -13.1453, 5.29031e+06
0, 0.066, 0.066, 0, 0.4, 0.393, 0.506, 0.514, 2.149, 2509.13, -10.3953, 5.28001e+06
0, 0.066, 0.066, 0, 0.286, 0.281, 0.393, 0.4, 2.14301, 2502.91, -16.1168, 5.26778e+06
0, 0.066, 0.066, 0, 0.171, 0.169, 0.281, 0.286, 2.1433, 2501.61, -30.4573, 5.26274e+06
0, 0.066, 0.066, 0, 0.057, 0.056, 0.169, 0.171, 2.13567, 2486.95, -30.0075, 5.21771e+06
0, 0.066, 0.066, 0, -0.057, -0.056, 0.056, 0.057, 2.1191, 2465.8, -9.52901, 5.15709e+06
0, 0.066, 0.066, 0, -0.171, -0.169, -0.056, -0.057, 2.12659, 2470.88, -17.7536, 5.17064e+06
0, 0.066, 0.066, 0, -0.286, -0.281, -0.169, -0.171, 2.13551, 2485.37, -19.9662, 5.20918e+06
0, 0.066, 0.066, 0, -0.4, -0.393, -0.281, -0.286, 2.1477, 2497.06, -19.1953, 5.23381e+06
0, 0.066, 0.066, 0, -0.514, -0.506, -0.393, -0.4, 2.1499, 2500.3, -15.4833, 5.24357e+06
0, 0.066, 0.066, 0, -0.629, -0.618, -0.506, -0.514, 2.15108, 2501.4, -18.8125, 5.24472e+06
0, 0.066, 0.066, 0, -0.743, -0.731, -0.618, -0.629, 2.1528, 2503.16, -24.6473, 5.24796e+06
0, 0.066, 0.066, 0, -0.857, -0.843, -0.731, -0.743, 2.15173, 2502.35, -13.095, 5.24882e+06
0, 0.066, 0.066, 0, -0.972, -0.955, -0.843, -0.857, 2.15034, 2504.04, -26.7486, 5.25888e+06
0, 0.066, 0.066, 0, -1.086, -1.068, -0.955, -0.972, 2.14754, 2502.12, -24.8631, 5.25423e+06
0, 0.066, 0.066, 0, -1.2, -1.18, -1.068, -1.086, 2.14357, 2495.36, -32.6367, 5.23463e+06
0, 0.066, 0.066, 0, -1.314, -1.293, -1.18, -1.2, 2.14027, 2488.49, -32.6984, 5.2114e+06
0, 0.066, 0.066, 0, -1.429, -1.405, -1.293, -1.314, 2.13389, 2476.21, -38.287, 5.17554e+06
0, 0.066, 0.066, 0, -1.543, -1.517, -1.405, -1.429, 2.1246, 2456, -45.5437, 5.11209e+06
0, 0.066, 0.066, 0, -1.657, -1.63, -1.517, -1.543, 2.10989, 2411.5, -47.3397, 4.95483e+06
0, 0.066, 0.066, 0, -1.772, -1.742, -1.63, -1.657, 2.11974, 2335.34, -66.1637, 4.62902e+06
0, 0.066, 0.066, 0, -1.886, -1.855, -1.742, -1.772, 2.23986, 2284.74, -16.9844, 4.2383e+06
0, 0.066, 0.066, 0, -2, -1.967, -1.855, -1.886, 2.1266, 2251.28, 0.653863, 4.30459e+06
0, 0.066, 0.066, 0, -2.114, -2.079, -1.967, -2, 2.1266, 2251.28, -0.653863, 4.30459e+06
0.066, 0.133, 0.133, 0.066, 1.967, 1.934, 2.045, 2.079, 3.02918, 2185.23, -0.38248, 2.21416e+06
0.066, 0.133, 0.133, 0.066, 1.855, 1.824, 1.934, 1.967, 3.02918, 2185.23, 0.38248, 2.21416e+06
0.066, 0.133, 0.133, 0.066, 1.742, 1.713, 1.824, 1.855, 3.10691, 2175.64, 8.01405, 2.19007e+06
0.066, 0.133, 0.133, 0.066, 1.63, 1.603, 1.713, 1.742, 3.0309, 2270.42, 21.5229, 2.28979e+06
0.066, 0.133, 0.133, 0.066, 1.517, 1.492, 1.603, 1.63, 3.02131, 2353.2, 9.379, 2.36455e+06
0.066, 0.133, 0.133, 0.066, 1.405, 1.382, 1.492, 1.517, 3.03704, 2405.99, 6.50989, 2.40274e+06
0.066, 0.133, 0.133, 0.066, 1.293, 1.271, 1.382, 1.405, 3.05268, 2431.47, 4.98484, 2.4196e+06
0.066, 0.133, 0.133, 0.066, 1.18, 1.161, 1.271, 1.293, 3.0555, 2440.52, 3.61159, 2.42679e+06
0.066, 0.133, 0.133, 0.066, 1.068, 1.05, 1.161, 1.18, 3.05788, 2441.13, -2.15251, 2.42983e+06
0.066, 0.133, 0.133, 0.066, 0.955, 0.94, 1.05, 1.068, 3.06015, 2441.97, -4.30709, 2.43157e+06
0.066, 0.133, 0.133, 0.066, 0.843, 0.829, 0.94, 0.955, 3.06432, 2447.98, 7.14471, 2.4325e+06
0.066, 0.133, 0.133, 0.066, 0.731, 0.718, 0.829, 0.843, 3.06234, 2449.18, 1.95406, 2.43047e+06
0.066, 0.133, 0.133, 0.066, 0.618, 0.608, 0.718, 0.731, 3.06571, 2450.28, 0.903227, 2.43109e+06
0.066, 0.133, 0.133, 0.066, 0.506, 0.497, 0.608, 0.618, 3.06346, 2447.38, 9.51928, 2.43044e+06
0.066, 0.133, 0.133, 0.066, 0.393, 0.387, 0.497, 0.506, 3.06156, 2446.16, 11.2605, 2.43233e+06
0.066, 0.133, 0.133, 0.066, 0.281, 0.276, 0.387, 0.393, 3.05664, 2442.52, 0.571399, 2.43043e+06
0.066, 0.133, 0.133, 0.066, 0.169, 0.166, 0.276, 0.281, 3.0541, 2439.47, -0.0238379, 2.42441e+06
0.066, 0.133, 0.133, 0.066, 0.056, 0.055, 0.166, 0.169, 3.0412, 2422.47, 1.96101, 2.40479e+06
0.066, 0.133, 0.133, 0.066, -0.056, -0.055, 0.055, 0.056, 2.99932, 2385.48, -6.93072, 2.37038e+06
0.066, 0.133, 0.133, 0.066, -0.169, -0.166, -0.055, -0.056, 3.02932, 2405.41, -34.8279, 2.38487e+06
0.066, 0.133, 0.133, 0.066, -0.281, -0.276, -0.166, -0.169, 3.04179, 2420.33, -33.8236, 2.4078e+06
0.066, 0.133, 0.133, 0.066, -0.393, -0.387, -0.276, -0.281, 3.05471, 2430.2, -38.7457, 2.41451e+06
0.066, 0.133, 0.133, 0.066, -0.506, -0.497, -0.387, -0.393, 3.06069, 2435.73, -37.3804, 2.41845e+06
0.066, 0.133, 0.133, 0.066, -0.618, -0.608, -0.497, -0.506, 3.05952, 2434.57, -40.9562, 2.4186e+06
0.066, 0.133, 0.133, 0.066, -0.731, -0.718, -0.608, -0.618, 3.06039, 2435.44, -33.1457, 2.41758e+06
0.066, 0.133, 0.133, 0.066, -0.843, -0.829, -0.718, -0.731, 3.06617, 2439.92, -33.9684, 2.42249e+06
0.066, 0.133, 0.133, 0.066, -0.955, -0.94, -0.829, -0.843, 3.06175, 2440.15, -35.4993, 2.42385e+06
0.066, 0.133, 0.133, 0.066, -1.068, -1.05, -0.94, -0.955, 3.05725, 2436.9, -35.0974, 2.42183e+06
0.066, 0.133, 0.133, 0.066, -1.18, -1.161, -1.05, -1.068, 3.05489, 2431.81, -38.9636, 2.41836e+06
0.066, 0.133, 0.133, 0.066, -1.293, -1.271, -1.161, -1.18, 3.04963, 2423.69, -40.7444, 2.41245e+06
0.066, 0.133, 0.133, 0.066, -1.405, -1.382, -1.271, -1.293, 3.04432, 2413.47, -44.6848, 2.40258e+06
0.066, 0.133, 0.133, 0.066, -1.517, -1.492, -1.382, -1.405, 3.03783, 2396.18, -48.337, 2.38803e+06
0.066, 0.133, 0.133, 0.066, -1.63, -1.603, -1.492, -1.517, 3.03203, 2355.78, -46.6707, 2.36083e+06
0.066, 0.133, 0.133, 0.066, -1.742, -1.713, -1.603, -1.63, 3.04228, 2270.95, -43.7448, 2.29302e+06
0.066, 0.133, 0.133, 0.066, -1.855, -1.824, -1.713, -1.742, 3.13338, 2171.51, -19.7135, 2.18386e+06
0.066, 0.133, 0.133, 0.066, -1.967, -1.934, -1.824, -1.855, 3.03992, 2177.58, -4.19437, 2.2131e+06
0.066, 0.133, 0.133, 0.066, -2.079, -2.045, -1.934, -1.967, 3.03992, 2177.58, 4.19437, 2.2131e+06
0.133, 0.2, 0.2, 0.133, 1.934, 1.902, 2.011, 2.045, 3.72686, 1596.46, 0.102066, 1.12608e+06
0.133, 0.2, 0.2, 0.133, 1.824, 1.793, 1.902, 1.934, 3.72686, 1596.46, -0.102066, 1.12608e+06
0.133, 0.2, 0.2, 0.133, 1.713, 1.685, 1.793, 1.824, 3.74993, 1580.06, -1.48986, 1.12189e+06
0.133, 0.2, 0.2, 0.133, 1.603, 1.576, 1.685, 1.713, 3.78168, 1655.12, 2.41798, 1.13814e+06
0.133, 0.2, 0.2, 0.133, 1.492, 1.467, 1.576, 1.603, 3.82641, 1712.1, 2.98026, 1.14552e+06
0.133, 0.2, 0.2, 0.133, 1.382, 1.359, 1.467, 1.492, 3.86033, 1743.23, 1.05691, 1.14775e+06
0.133, 0.2, 0.2, 0.133, 1.271, 1.25, 1.359, 1.382, 3.88055, 1757.61, 0.00554227, 1.14957e+06
0.133, 0.2, 0.2, 0.133, 1.161, 1.141, 1.25, 1.271, 3.88641, 1763.35, -0.0685475, 1.15012e+06
0.133, 0.2, 0.2, 0.133, 1.05, 1.033, 1.141, 1.161, 3.88873, 1764.55, -3.64225, 1.15146e+06
0.133, 0.2, 0.2, 0.133, 0.94, 0.924, 1.033, 1.05, 3.88998, 1765.24, -2.76739, 1.15291e+06
0.133, 0.2, 0.2, 0.133, 0.829, 0.815, 0.924, 0.94, 3.89506, 1767.45, 2.44529, 1.1522e+06
0.133, 0.2, 0.2, 0.133, 0.718, 0.707, 0.815, 0.829, 3.89553, 1767.8, 0.517218, 1.15079e+06
0.133, 0.2, 0.2, 0.133, 0.608, 0.598, 0.707, 0.718, 3.89437, 1767.05, 3.43935, 1.15094e+06
0.133, 0.2, 0.2, 0.133, 0.497, 0.489, 0.598, 0.608, 3.89307, 1766.82, 2.14817, 1.15141e+06
0.133, 0.2, 0.2, 0.133, 0.387, 0.38, 0.489, 0.497, 3.89468, 1767.52, 5.44653, 1.15081e+06
0.133, 0.2, 0.2, 0.133, 0.276, 0.272, 0.38, 0.387, 3.89216, 1766.4, 4.34742, 1.15028e+06
0.133, 0.2, 0.2, 0.133, 0.166, 0.163, 0.272, 0.276, 3.8848, 1762.24, 5.04775, 1.14853e+06
0.133, 0.2, 0.2, 0.133, 0.055, 0.054, 0.163, 0.166, 3.86578, 1748.47, 8.36425, 1.14281e+06
0.133, 0.2, 0.2, 0.133, -0.055, -0.054, 0.054, 0.055, 3.82297, 1727.29, -3.26068, 1.13975e+06
0.133, 0.2, 0.2, 0.133, -0.166, -0.163, -0.054, -0.055, 3.84212, 1733.64, -20.3594, 1.13766e+06
0.133, 0.2, 0.2, 0.133, -0.276, -0.272, -0.163, -0.166, 3.87018, 1751.09, -19.5081, 1.14599e+06
0.133, 0.2, 0.2, 0.133, -0.387, -0.38, -0.272, -0.276, 3.88067, 1755.95, -21.1437, 1.14702e+06
